ID,n_category,subcategory,product,vegan,glutenfree,ketofriendly,vegetarian,organic,dairyfree,sugarconscious,paleofriendly,wholefoodsdiet,lowsodium,kosher,lowfat,engine2,local,price,caloriesperserving,servingsize,servingsizeunits,totalsize,n_totalsizeunits,totalsecondarysize,secondarysizeunits,liquid,abv,quantity,DollarPerGramm,health_status
257,Beer,"Hard Kombucha","Midnight Painkiller",0,1,0,1,1,1,0,0,0,0,1,0,0,0,1399,150,12,NULL,6,NULL,2041.164,g,1,6,6,0.006853932364082454,unhealthy
258,Beer,Beer,"Bud Light",1,0,0,0,0,1,1,0,0,0,0,0,0,0,1299,110,12,NULL,12,NULL,4082.328,g,1,4.2,12,0.003182007913131919,unhealthy
259,Beer,"Hard Seltzer","Margarita Hard Seltzer 12pk Cans",1,1,0,1,0,1,0,1,0,0,0,0,0,0,1999,110,12,NULL,12,NULL,4082.328,g,1,5,12,0.004896715795497079,unhealthy
260,Beer,Beer,"Variety Hard Seltzer 12pk Can",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,100,12,NULL,12,NULL,4082.328,g,1,5,12,0.004896715795497079,unhealthy
261,Beer,"Hard Kombucha","Hard Kombucha Rotating Variety 6pk",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1699,136,12,NULL,6,NULL,2041.164,g,1,4.5,6,0.008323681977538307,unhealthy
262,Beer,Beer,"White 6pk Cans",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1299,154,12,NULL,6,NULL,2041.164,g,1,5,6,0.006364015826263838,unhealthy
263,Beer,Beer,"Ipa Phantom Bride Can 6pk ",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1399,210,12,NULL,6,NULL,2041.164,g,1,7.1,6,0.006853932364082454,unhealthy
264,Beer,Beer,"Free Wave Hazy IPA",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1199,70,12,NULL,6,NULL,2041.164,g,1,0.5,6,0.005874099288445221,healthy
265,Beer,Beer,"Organic Variety Seltzer 12pk Cans",1,0,1,1,1,1,1,0,0,1,0,0,0,0,1899,80,12,NULL,12,NULL,4082.328,g,1,4,12,0.00465175752658777,unhealthy
266,Wine,"Red Wine","Cabernet Sauvignon",1,0,0,1,0,1,0,1,0,0,0,0,0,0,499,120,25.4,NULL,1,NULL,720.0772999999999,g,1,12.5,1,0.006929811563286331,unhealthy
267,Wine,"Red Wine","Red Blend",1,1,0,1,0,1,0,1,0,0,0,0,0,0,1199,210,25.4,NULL,1,NULL,720.0772999999999,g,1,5,1,0.01665099010897858,unhealthy
268,Wine,"White Wine",Torrones,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1299,220,25.4,NULL,1,NULL,720.0772999999999,g,1,13,1,0.01803972990122033,unhealthy
269,Wine,"White Wine",Riesling,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1229,600,25.4,NULL,1,NULL,720.0772999999999,g,1,13,1,0.017067612046651102,unhealthy
270,Wine,"Red Wine","Cabernet Sauvignon",0,0,1,0,0,1,1,0,0,1,0,0,0,0,3299,125,25.4,NULL,1,NULL,720.0772999999999,g,1,13.3,1,0.04581452574605532,unhealthy
271,Wine,"Red Wine","Claret Diamond Series",0,0,1,0,0,1,1,0,0,1,0,0,0,0,1749,122,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.024289058966308202,unhealthy
272,Wine,"Red Wine","Cannonball Cabernet Sauvignon",0,0,1,0,0,1,1,0,0,1,0,0,0,0,1549,120,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.021511579381824703,unhealthy
273,Wine,"Red Wine","Cabernet Sauvignon",0,0,1,0,0,1,1,0,0,1,0,0,0,0,1549,125,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.021511579381824703,unhealthy
274,Wine,"Red Wine","Alexander Valley Cabernet Sauvignon",0,0,1,0,0,1,1,0,0,1,0,0,0,0,8799,620,25.4,NULL,1,NULL,720.0772999999999,g,1,14.5,1,0.12219521431935157,unhealthy
275,Wine,"Red Wine","Chianti Classico DOCG Riserva",0,0,1,0,0,1,1,0,0,1,0,0,0,0,3699,125,25.4,NULL,1,NULL,720.0772999999999,g,1,14,1,0.05136948491502232,unhealthy
276,Wine,"Red Wine","Cabernet Sauvignon",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1099,114,25.4,NULL,1,NULL,720.0772999999999,g,1,14,1,0.01526225031673683,unhealthy
277,Wine,"White Wine","Mensch White Wine",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2199,125,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.030538388031396076,unhealthy
278,Wine,"Red Wine","Stella Black",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1199,160,25.4,NULL,1,NULL,720.0772999999999,g,1,5,1,0.01665099010897858,unhealthy
279,Wine,"White Wine","Moscato DOCG",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1899,118,25.4,NULL,1,NULL,720.0772999999999,g,1,5,1,0.02637216865467083,unhealthy
280,Wine,"White Wine","Organic Pinot Grigio",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1649,123,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.02290031917406645,unhealthy
281,Wine,Blend,"Bubbles Rose",1,0,0,1,0,1,0,1,0,0,0,0,0,0,599,125,12.7,NULL,1,NULL,360.03864999999996,g,1,12,1,0.016637102711056163,unhealthy
282,Wine,Chardonnay,"Organic Grapes Chardonnay",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999,80,25.4,NULL,1,NULL,720.0772999999999,g,1,13.5,1,0.027760908446912577,unhealthy
